sample_id,image_id,path,query_label,top1_sim,top1_source,top1_label,top3_same_label_frac,top5_same_label_frac,top5_test_frac,top10_same_label_frac,top10_test_frac,top10_source_train,top10_source_myval,top10_source_test,top10_source_pos,top10_source_neg,conflict_score
mytest/rock/rock_Coal_364_3efba927.png,rock_Coal_364_3efba927.png,mytest/rock/rock_Coal_364_3efba927.png,0,0.86412513256073,test,-1,1.0,1.0,0.4,1.0,0.5,5,0,5,0,5,0.0
mytest/rock/rock_Pyroxenite_Pyroxenite3_14a04cb1.png,rock_Pyroxenite_Pyroxenite3_14a04cb1.png,mytest/rock/rock_Pyroxenite_Pyroxenite3_14a04cb1.png,0,0.9195734262466432,test,-1,0.3333333333333333,0.6,0.6,0.6,0.5,5,0,5,2,3,3.599277973175049
mytest/rock/rock_Eclogite_Eclogite24_9a6075d7.png,rock_Eclogite_Eclogite24_9a6075d7.png,mytest/rock/rock_Eclogite_Eclogite24_9a6075d7.png,0,0.9020079374313354,test,-1,0.6666666666666666,0.6,0.6,0.6,0.5,4,1,5,2,3,3.562035083770752
mytest/rock/rock_Amphibolite_Amphibolite1_9e77ab2c.png,rock_Amphibolite_Amphibolite1_9e77ab2c.png,mytest/rock/rock_Amphibolite_Amphibolite1_9e77ab2c.png,0,0.8981193900108337,train,0,1.0,1.0,0.2,1.0,0.4,6,0,4,0,6,0.0
mytest/rock/rock_Amphibolite_Amphibolite2_7b6edf0c.png,rock_Amphibolite_Amphibolite2_7b6edf0c.png,mytest/rock/rock_Amphibolite_Amphibolite2_7b6edf0c.png,0,0.8965670466423035,test,-1,1.0,1.0,0.6,1.0,0.4,5,1,4,0,6,0.0
mytest/meteorite/meteorite_380_1179_186_c2c00e7c.png,meteorite_380_1179_186_c2c00e7c.png,mytest/meteorite/meteorite_380_1179_186_c2c00e7c.png,1,0.8515689373016357,test,-1,1.0,1.0,0.8,1.0,0.4,5,1,4,6,0,0.0
mytest/rock/rock_Quartzite_images_320__91652350.png,rock_Quartzite_images_320__91652350.png,mytest/rock/rock_Quartzite_images_320__91652350.png,0,0.8512413501739502,train,0,1.0,0.8,0.2,0.8333333333333334,0.4,5,1,4,1,5,1.3354749480883277
mytest/rock/rock_Obsidian_Obsidian14_b8292b6a.png,rock_Obsidian_Obsidian14_b8292b6a.png,mytest/rock/rock_Obsidian_Obsidian14_b8292b6a.png,0,0.8164827823638916,train,0,1.0,1.0,0.2,0.8333333333333334,0.4,5,1,4,1,5,1.2144277493158977
mytest/rock/rock_Blueschist_Blueschist2_bb6a5201.png,rock_Blueschist_Blueschist2_bb6a5201.png,mytest/rock/rock_Blueschist_Blueschist2_bb6a5201.png,0,0.7616652250289917,test,-1,0.6666666666666666,0.8,0.4,0.8333333333333334,0.4,6,0,4,1,5,1.1975315213203428
mytest/rock/rock_Pyroxenite_Pyroxenite26_c93a6f29.png,rock_Pyroxenite_Pyroxenite26_c93a6f29.png,mytest/rock/rock_Pyroxenite_Pyroxenite26_c93a6f29.png,0,0.9225180149078368,test,-1,1.0,0.8,0.8,0.6666666666666666,0.4,6,0,4,2,4,3.023064931233725
mytest/rock/rock_Limestone_190_7b6d4825.png,rock_Limestone_190_7b6d4825.png,mytest/rock/rock_Limestone_190_7b6d4825.png,0,0.869304895401001,myval,1,0.3333333333333333,0.6,0.4,0.6666666666666666,0.4,5,1,4,2,4,2.8768612941106166
mytest/rock/rock_Dolomite_Dolomite50_1b4c83c4.png,rock_Dolomite_Dolomite50_1b4c83c4.png,mytest/rock/rock_Dolomite_Dolomite50_1b4c83c4.png,0,0.8350707292556763,myval,0,1.0,0.8,0.2,0.6666666666666666,0.4,1,5,4,2,4,2.475440700848898
mytest/rock/rock_Limestone_173_4d9bf513.png,rock_Limestone_173_4d9bf513.png,mytest/rock/rock_Limestone_173_4d9bf513.png,0,0.9864664077758788,train,0,1.0,1.0,0.0,1.0,0.3,7,0,3,0,7,0.0
mytest/rock/rock_Quartz_diorite_Quartz_diorite18_9255dbd7.png,rock_Quartz_diorite_Quartz_diorite18_9255dbd7.png,mytest/rock/rock_Quartz_diorite_Quartz_diorite18_9255dbd7.png,0,0.9483016729354858,test,-1,1.0,1.0,0.6,1.0,0.3,6,1,3,0,7,0.0
mytest/rock/rock_Amphibolite_Amphibolite0_c473a745.png,rock_Amphibolite_Amphibolite0_c473a745.png,mytest/rock/rock_Amphibolite_Amphibolite0_c473a745.png,0,0.925072431564331,train,0,1.0,1.0,0.2,1.0,0.3,6,1,3,0,7,0.0
mytest/rock/rock_Amphibolite_Amphibolite22_d6822c51.png,rock_Amphibolite_Amphibolite22_d6822c51.png,mytest/rock/rock_Amphibolite_Amphibolite22_d6822c51.png,0,0.9228004217147828,test,-1,1.0,1.0,0.2,1.0,0.3,6,1,3,0,7,0.0
mytest/rock/rock_Granulite_Granulite5_4301e844.png,rock_Granulite_Granulite5_4301e844.png,mytest/rock/rock_Granulite_Granulite5_4301e844.png,0,0.9195541143417358,train,0,1.0,1.0,0.4,1.0,0.3,7,0,3,0,7,0.0
mytest/rock/rock_Amphibolite_Amphibolite19_86e8c957.png,rock_Amphibolite_Amphibolite19_86e8c957.png,mytest/rock/rock_Amphibolite_Amphibolite19_86e8c957.png,0,0.9151434302330016,test,-1,1.0,1.0,0.6,1.0,0.3,7,0,3,0,7,0.0
mytest/rock/rock_Gabbro_Gabbro20_998bf344.png,rock_Gabbro_Gabbro20_998bf344.png,mytest/rock/rock_Gabbro_Gabbro20_998bf344.png,0,0.9087783694267272,train,0,1.0,1.0,0.2,1.0,0.3,7,0,3,0,7,0.0
mytest/rock/rock_Serpentinite_Serpentinite33_3ee4c3f2.png,rock_Serpentinite_Serpentinite33_3ee4c3f2.png,mytest/rock/rock_Serpentinite_Serpentinite33_3ee4c3f2.png,0,0.9014290571212769,train,0,1.0,1.0,0.2,1.0,0.3,7,0,3,0,7,0.0
mytest/rock/rock_Gneiss_Gneiss44_973a2431.png,rock_Gneiss_Gneiss44_973a2431.png,mytest/rock/rock_Gneiss_Gneiss44_973a2431.png,0,0.8978908061981201,test,-1,1.0,1.0,0.4,1.0,0.3,7,0,3,0,7,0.0
mytest/rock/rock_Carbonatite_Carbonatite26_49c2e47e.png,rock_Carbonatite_Carbonatite26_49c2e47e.png,mytest/rock/rock_Carbonatite_Carbonatite26_49c2e47e.png,0,0.8966622948646545,test,-1,1.0,1.0,0.2,1.0,0.3,6,1,3,0,7,0.0
mytest/rock/rock_Serpentinite_Serpentinite14_2d7a3429.png,rock_Serpentinite_Serpentinite14_2d7a3429.png,mytest/rock/rock_Serpentinite_Serpentinite14_2d7a3429.png,0,0.8943166732788086,test,-1,1.0,1.0,0.6,1.0,0.3,5,2,3,0,7,0.0
