path,label,sample_id,top1_sim,top10_test_frac,top10_same_label_frac,conflict_score,sample_weight
mytest/rock/rock_Coal_364_3efba927.png,0,mytest/rock/rock_Coal_364_3efba927.png,0.86412513256073,0.5,1.0,0.0,0.625
mytest/rock/rock_Pyroxenite_Pyroxenite3_14a04cb1.png,0,mytest/rock/rock_Pyroxenite_Pyroxenite3_14a04cb1.png,0.9195734262466432,0.5,0.6,3.599277973175049,0.475
mytest/rock/rock_Eclogite_Eclogite24_9a6075d7.png,0,mytest/rock/rock_Eclogite_Eclogite24_9a6075d7.png,0.9020079374313354,0.5,0.6,3.562035083770752,0.475
mytest/rock/rock_Amphibolite_Amphibolite1_9e77ab2c.png,0,mytest/rock/rock_Amphibolite_Amphibolite1_9e77ab2c.png,0.8981193900108337,0.4,1.0,0.0,0.55
mytest/rock/rock_Amphibolite_Amphibolite2_7b6edf0c.png,0,mytest/rock/rock_Amphibolite_Amphibolite2_7b6edf0c.png,0.8965670466423035,0.4,1.0,0.0,0.55
mytest/meteorite/meteorite_380_1179_186_c2c00e7c.png,1,mytest/meteorite/meteorite_380_1179_186_c2c00e7c.png,0.8515689373016357,0.4,1.0,0.0,0.55
mytest/rock/rock_Quartzite_images_320__91652350.png,0,mytest/rock/rock_Quartzite_images_320__91652350.png,0.8512413501739502,0.4,0.8333333333333334,1.3354749480883277,0.5
mytest/rock/rock_Obsidian_Obsidian14_b8292b6a.png,0,mytest/rock/rock_Obsidian_Obsidian14_b8292b6a.png,0.8164827823638916,0.4,0.8333333333333334,1.2144277493158977,0.5
mytest/rock/rock_Blueschist_Blueschist2_bb6a5201.png,0,mytest/rock/rock_Blueschist_Blueschist2_bb6a5201.png,0.7616652250289917,0.4,0.8333333333333334,1.1975315213203428,0.5
mytest/rock/rock_Pyroxenite_Pyroxenite26_c93a6f29.png,0,mytest/rock/rock_Pyroxenite_Pyroxenite26_c93a6f29.png,0.9225180149078368,0.4,0.6666666666666666,3.023064931233725,0.45
mytest/rock/rock_Limestone_190_7b6d4825.png,0,mytest/rock/rock_Limestone_190_7b6d4825.png,0.869304895401001,0.4,0.6666666666666666,2.8768612941106166,0.45
mytest/rock/rock_Dolomite_Dolomite50_1b4c83c4.png,0,mytest/rock/rock_Dolomite_Dolomite50_1b4c83c4.png,0.8350707292556763,0.4,0.6666666666666666,2.475440700848898,0.45
mytest/rock/rock_Limestone_173_4d9bf513.png,0,mytest/rock/rock_Limestone_173_4d9bf513.png,0.9864664077758788,0.3,1.0,0.0,0.475
mytest/rock/rock_Quartz_diorite_Quartz_diorite18_9255dbd7.png,0,mytest/rock/rock_Quartz_diorite_Quartz_diorite18_9255dbd7.png,0.9483016729354858,0.3,1.0,0.0,0.475
mytest/rock/rock_Amphibolite_Amphibolite0_c473a745.png,0,mytest/rock/rock_Amphibolite_Amphibolite0_c473a745.png,0.925072431564331,0.3,1.0,0.0,0.475
mytest/rock/rock_Amphibolite_Amphibolite22_d6822c51.png,0,mytest/rock/rock_Amphibolite_Amphibolite22_d6822c51.png,0.9228004217147828,0.3,1.0,0.0,0.475
mytest/rock/rock_Granulite_Granulite5_4301e844.png,0,mytest/rock/rock_Granulite_Granulite5_4301e844.png,0.9195541143417358,0.3,1.0,0.0,0.475
mytest/rock/rock_Amphibolite_Amphibolite19_86e8c957.png,0,mytest/rock/rock_Amphibolite_Amphibolite19_86e8c957.png,0.9151434302330016,0.3,1.0,0.0,0.475
mytest/rock/rock_Gabbro_Gabbro20_998bf344.png,0,mytest/rock/rock_Gabbro_Gabbro20_998bf344.png,0.9087783694267272,0.3,1.0,0.0,0.475
mytest/rock/rock_Serpentinite_Serpentinite33_3ee4c3f2.png,0,mytest/rock/rock_Serpentinite_Serpentinite33_3ee4c3f2.png,0.9014290571212769,0.3,1.0,0.0,0.475
mytest/rock/rock_Gneiss_Gneiss44_973a2431.png,0,mytest/rock/rock_Gneiss_Gneiss44_973a2431.png,0.8978908061981201,0.3,1.0,0.0,0.475
