id,current_label,image_number,soup_prob_pos,soup_prob_pos_corrected,soup_raw_label,fp_risk_score,fp_risk_rank,top1_source,top1_label,top1_sim,top5_pos_frac,top10_pos_frac,train_top10_pos_frac,myval_top10_pos_frac,mean_top5_sim,mean_top10_sim,v4_cluster,cluster_test_fraction,test_like_score,test_like_topk_mean,test_like_centroid_cos,dinomlp_full_label,dinomlp_v2_label,dinomlp_v3_label,mytest_augment_label,mytest_strict_label,mytest_split_label,ensemble42_123_label,splitval_augment_label,trsearch_bbox02_label,alt_model_pos_votes,alt_model_count,alt_model_pos_frac,alt_model_neg_votes,weak_label,weak_label_note,verifier_fp_score,verifier_rank,siglip_top5_pos_frac,siglip_top10_pos_frac,siglip_top1_label,siglip_top1_sim,clip_top5_pos_frac,clip_top10_pos_frac,clip_top1_label,clip_top1_sim,dino_neg_signal,siglip_neg_signal,clip_neg_signal,vlm_neg_consensus,three_embedding_neg_consensus,consensus_note
000131.jpg,1,131,0.62158203125,0.62158203125,1,0.92568359375,1.0,train,0.0,0.6505702137947083,0.0,0.0,0.0,,0.6143816709518433,0.5934765934944153,11.0,0.0301507537688442,0.2521503950183715,0.50215816,-0.12026702,0,-1,-1,0,0,1,-1,0,0,1.0,6,0.1666666666666666,5.0,one_of_three_fp,one_of_108_124_131_is_fp,0.9330061848958334,1,0.0,0.0,0.0,0.9082367420196532,0.4,0.5,0.0,0.6094652414321899,1.0,1.0,0.6,0.8,0.8666666666666667,unresolved_group_mixed_vlm
000108.jpg,1,108,0.70458984375,0.70458984375,1,0.90908203125,2.0,myval,0.0,0.931829571723938,0.0,0.0,0.0,0.0,0.6873914003372192,0.6336270570755005,12.0,0.0415512465373961,0.4033896534231561,0.574166,0.31715235,0,-1,-1,0,0,1,-1,1,0,2.0,6,0.3333333333333333,4.0,one_of_three_fp,one_of_108_124_131_is_fp,0.8939274088541667,2,0.0,0.0,0.0,0.948398232460022,0.4,0.5,0.0,0.851554274559021,1.0,1.0,0.6,0.8,0.8666666666666667,unresolved_group_mixed_vlm
000177.jpg,1,177,0.81640625,0.81640625,1,0.8867187500000001,3.0,myval,0.0,0.7293969392776489,0.0,0.0,0.0,0.0,0.6867064833641052,0.6622194051742554,12.0,0.0415512465373961,0.4239804355886834,0.5949615,0.35376534,0,-1,-1,0,1,0,-1,0,0,1.0,6,0.1666666666666666,5.0,inferred_fp,inferred_fp_from_pairwise_lb,0.8804036458333333,3,0.0,0.1,0.0,0.9593827724456788,0.0,0.0,0.0,0.8371521234512329,1.0,1.0,1.0,1.0,1.0,lb_inferred_fp_and_embedding_negative
000088.jpg,1,88,0.7841796875,0.7841796875,1,0.8619140625000001,5.0,train,0.0,0.6851330399513245,0.0,0.1,0.125,0.0,0.6532964110374451,0.6269127726554871,12.0,0.0415512465373961,0.4517706839826959,0.5918112,0.47185707,0,-1,-1,0,0,0,-1,0,0,0.0,6,0.0,6.0,inferred_fp,inferred_fp_from_pairwise_lb,0.8698339843750001,4,0.2,0.2,0.0,0.9646578431129456,0.2,0.2,0.0,0.8415238857269287,1.0,0.8,0.8,0.8,0.8666666666666667,lb_inferred_fp_and_embedding_negative
000124.jpg,1,124,0.818359375,0.818359375,1,0.8863281250000001,4.0,train,0.0,0.8533634543418884,0.0,0.0,0.0,0.0,0.8381446599960327,0.8134910464286804,1.0,0.0404040404040404,0.4600552000180639,0.6430582,0.39316952,0,-1,-1,0,1,0,-1,0,1,2.0,6,0.3333333333333333,4.0,one_of_three_fp,one_of_108_124_131_is_fp,0.8632096354166667,5,0.4,0.5,0.0,0.9385647177696228,0.8,0.5,1.0,0.8029046058654785,1.0,0.6,0.19999999999999996,0.39999999999999997,0.6,unresolved_group_clip_positive
000020.jpg,1,20,0.88525390625,0.88525390625,1,0.83294921875,10.0,train,0.0,0.8082491755485535,0.0,0.1,0.1,,0.7422658801078796,0.7017654180526733,12.0,0.0415512465373961,0.4658425955561059,0.6781527,0.33819345,0,-1,-1,0,0,0,-1,0,0,0.0,6,0.0,6.0,,,0.8444814453125,6,0.2,0.1,0.0,0.9630596041679382,0.8,0.6,0.0,0.8533077239990234,1.0,0.8,0.19999999999999996,0.5,0.6666666666666666,
000106.jpg,1,106,0.84814453125,0.84814453125,1,0.8403710937500001,9.0,train,0.0,0.6137266755104065,0.0,0.1,0.1,,0.5856292843818665,0.563780665397644,12.0,0.0415512465373961,0.290986260631408,0.53193116,-0.039544627,0,-1,-1,0,0,1,-1,0,0,1.0,6,0.1666666666666666,5.0,,,0.8378343098958335,7,0.0,0.1,0.0,0.9461787343025208,0.6,0.6,0.0,0.7841936349868774,1.0,1.0,0.4,0.7,0.7999999999999999,
000082.jpg,1,82,0.94580078125,0.94580078125,1,0.8608398437500001,7.0,train,0.0,0.6863609552383423,0.0,0.0,0.0,0.0,0.6642309427261353,0.6431021094322205,2.0,0.039568345323741,0.3593975207359671,0.6526219,-0.029832803,0,-1,-1,1,1,1,-1,1,0,4.0,6,0.6666666666666666,2.0,,,0.7954671223958334,8,0.4,0.4,0.0,0.9699825048446656,0.6,0.7,1.0,0.8886121511459351,1.0,0.6,0.4,0.5,0.6666666666666666,
000138.jpg,1,138,0.83154296875,0.83154296875,1,0.84369140625,8.0,train,0.0,0.6463881134986877,0.0,0.1,0.1,,0.5838704109191895,0.5533657670021057,2.0,0.039568345323741,0.3543576499969839,0.5839964,0.10098374,0,-1,-1,1,1,1,-1,1,0,4.0,6,0.6666666666666666,2.0,,,0.7923167317708334,9,0.4,0.3,0.0,0.9714102745056152,0.8,0.6,1.0,0.8955880403518677,1.0,0.6,0.19999999999999996,0.39999999999999997,0.6,
000035.jpg,1,35,0.94287109375,0.94287109375,1,0.8614257812500001,6.0,train,0.0,0.7266910076141357,0.0,0.0,0.0,,0.6945286989212036,0.6460477113723755,2.0,0.039568345323741,0.3368095061333059,0.5571178,0.08992407,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.7795914713541667,10,0.6,0.5,1.0,0.957815408706665,0.4,0.4,0.0,0.8688586950302124,1.0,0.4,0.6,0.5,0.6666666666666666,
000053.jpg,1,53,0.8671875,0.8671875,1,0.7765625000000002,11.0,train,0.0,0.5177304148674011,0.0,0.0,0.0,,0.4813683629035949,0.4604790806770324,6.0,0.0062893081761006,0.2937840173454404,0.508805,0.05073373,1,-1,-1,1,1,1,-1,1,0,5.0,6,0.8333333333333334,1.0,,,0.7650260416666668,11,0.4,0.4,1.0,0.9694380760192872,0.2,0.5,0.0,0.916611909866333,1.0,0.6,0.8,0.7,0.8000000000000002,
000046.jpg,1,46,0.658203125,0.658203125,1,0.6783593750000001,15.0,train,0.0,0.6649773716926575,0.2,0.2,0.2,,0.6509730219841003,0.630167543888092,11.0,0.0301507537688442,0.1832799995963897,0.44527406,-0.2706035,1,-1,-1,0,0,0,-1,0,0,1.0,6,0.1666666666666666,5.0,,,0.7491184895833335,12,0.6,0.4,1.0,0.9630670547485352,0.2,0.3,0.0,0.8032622337341309,0.8,0.4,0.8,0.6000000000000001,0.6666666666666666,
000062.jpg,1,62,0.82470703125,0.82470703125,1,0.6472808159722222,17.0,train,1.0,0.7381758689880371,0.2,0.2,0.1111111111111111,1.0,0.717970609664917,0.6951103210449219,11.0,0.0301507537688442,0.4037186885898436,0.67897,0.09702015,0,-1,-1,0,0,1,-1,0,0,1.0,6,0.1666666666666666,5.0,,,0.722717990451389,13,0.2,0.3,0.0,0.9690130949020386,0.4,0.4,1.0,0.8932011127471924,0.8,0.8,0.6,0.7,0.7333333333333334,
000016.jpg,1,16,0.87451171875,0.87451171875,1,0.7350976562500001,12.0,train,0.0,0.6023795008659363,0.2,0.2,0.2,,0.575481116771698,0.5617659687995911,6.0,0.0062893081761006,0.2959156880588651,0.5262443,0.020893816,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.6590485026041668,14,0.0,0.1,0.0,0.9756913185119628,0.6,0.6,0.0,0.8897178173065186,0.8,1.0,0.4,0.7,0.7333333333333334,
000160.jpg,1,160,0.77490234375,0.77490234375,1,0.69501953125,14.0,train,1.0,0.6282239556312561,0.4,0.2,0.2,,0.6050511002540588,0.5892336964607239,3.0,0.0178117048346055,0.2724973657052328,0.47062492,0.040365197,0,-1,-1,1,1,1,-1,1,0,4.0,6,0.6666666666666666,2.0,,,0.6316097005208334,15,0.2,0.3,0.0,0.954670786857605,0.6,0.4,1.0,0.8788122534751892,0.6,0.8,0.4,0.6000000000000001,0.6,
000127.jpg,1,127,0.7783203125,0.7783203125,1,0.7187803819444445,13.0,train,0.0,0.5794908404350281,0.4,0.2,0.2222222222222222,0.0,0.5432612299919128,0.5171113014221191,4.0,0.0346534653465346,0.281469448486177,0.43147254,0.14891542,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.6181312934027777,16,0.2,0.2,0.0,0.9726191759109496,0.2,0.4,0.0,0.8866610527038574,0.6,0.8,0.8,0.8,0.7333333333333334,
000186.jpg,1,186,0.73583984375,0.73583984375,1,0.66283203125,16.0,train,1.0,0.6848984956741333,0.4,0.3,0.3,,0.6506065130233765,0.633622944355011,14.0,0.0745762711864406,0.356223609568709,0.5323415,0.19408208,0,-1,-1,0,1,1,-1,1,1,4.0,6,0.6666666666666666,2.0,,,0.6081565755208334,17,0.6,0.5,1.0,0.8571227192878723,0.8,0.9,1.0,0.3502677679061889,0.6,0.4,0.19999999999999996,0.3,0.39999999999999997,
000117.jpg,1,117,0.93115234375,0.93115234375,1,0.6237695312500001,18.0,train,0.0,0.6779147386550903,0.2,0.2,0.2,,0.6053071022033691,0.5738645792007446,5.0,0.0324909747292418,0.3335061442981127,0.5911999,0.007392071,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5920888671875001,18,0.6,0.7,1.0,0.9556684494018556,1.0,0.9,1.0,0.8240385055541992,0.8,0.4,0.0,0.2,0.4000000000000001,
000066.jpg,1,66,0.9423828125,0.9423828125,1,0.6215234375,19.0,train,1.0,0.5714901685714722,0.2,0.2,0.2,,0.5497297048568726,0.5308168530464172,12.0,0.0415512465373961,0.4226412980345147,0.58237755,0.3760935,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.589056640625,19,0.0,0.1,0.0,0.9738049507141112,0.6,0.6,1.0,0.8223930597305298,0.8,1.0,0.4,0.7,0.7333333333333334,
000006.jpg,1,6,0.61328125,0.61328125,1,0.58734375,23.0,train,1.0,0.7236796617507935,0.4,0.3,0.3,,0.7055841088294983,0.6798281669616699,5.0,0.0324909747292418,0.4164049101004962,0.668577,0.16875747,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5729140625000001,20,0.6,0.6,1.0,0.9647985696792604,0.6,0.6,0.0,0.7073550224304199,0.6,0.4,0.4,0.4,0.4666666666666666,
000130.jpg,1,130,0.93701171875,0.93701171875,1,0.6192643229166667,20.0,train,1.0,0.7142468094825745,0.2,0.3,0.3333333333333333,0.0,0.710105299949646,0.6952754855155945,1.0,0.0404040404040404,0.5084403432980933,0.734261,0.3860638,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5626735026041666,21,0.8,0.7,1.0,0.9383009672164916,0.8,0.8,1.0,0.8235046863555908,0.8,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.39999999999999997,
000017.jpg,1,17,0.9345703125,0.9345703125,1,0.5919748263888889,22.0,train,0.0,0.7032542824745178,0.2,0.4,0.4444444444444444,0.0,0.6958001852035522,0.681174635887146,5.0,0.0324909747292418,0.5084608566890124,0.7309718,0.39971268,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5313882378472222,22,0.4,0.7,1.0,0.9589622020721436,1.0,0.9,1.0,0.8254035711288452,0.8,0.6,0.0,0.3,0.4666666666666666,
000104.jpg,1,104,0.94091796875,0.94091796875,1,0.52931640625,26.0,train,1.0,0.5893767476081848,0.4,0.4,0.25,1.0,0.534582257270813,0.5143211483955383,14.0,0.0745762711864406,0.3482535446902453,0.49914193,0.23524097,0,-1,-1,1,1,1,-1,1,0,4.0,6,0.6666666666666666,2.0,,,0.5304104817708334,23,0.6,0.7,1.0,0.9185711741447448,0.4,0.5,0.0,0.5639868974685669,0.6,0.4,0.6,0.5,0.5333333333333333,
000084.jpg,1,84,0.69873046875,0.69873046875,1,0.4535872395833333,33.0,myval,1.0,0.7460084557533264,0.8,0.7,0.0,0.7777777777777778,0.6641107797622681,0.6290484666824341,14.0,0.0745762711864406,0.4131992126723467,0.60091114,0.27113125,1,-1,-1,0,0,1,-1,0,1,3.0,6,0.5,3.0,,,0.5190094401041666,24,0.6,0.7,0.0,0.9458177089691162,0.4,0.4,1.0,0.5611474514007568,0.19999999999999996,0.4,0.6,0.5,0.39999999999999997,
000086.jpg,1,86,0.92138671875,0.92138671875,1,0.6057226562499999,21.0,myval,0.0,0.8209947347640991,0.2,0.4,0.8,0.0,0.7719137668609619,0.7309049367904663,1.0,0.0404040404040404,0.4280897654668249,0.5557796,0.45732075,0,-1,-1,1,1,0,-1,1,0,3.0,6,0.5,3.0,,,0.5177255859375,25,1.0,0.9,1.0,0.9611752033233644,0.4,0.3,0.0,0.8292559385299683,0.8,0.0,0.6,0.3,0.4666666666666666,
000151.jpg,1,151,0.70947265625,0.70947265625,1,0.48810546875,29.0,train,0.0,0.5771952271461487,0.4,0.5,0.5,,0.5628176927566528,0.5508314371109009,11.0,0.0301507537688442,0.2564763511245574,0.51175904,-0.12408511,1,-1,-1,0,0,1,-1,1,1,4.0,6,0.6666666666666666,2.0,,,0.5122757161458333,26,1.0,1.0,1.0,0.9648134112358092,1.0,0.8,1.0,0.859402060508728,0.6,0.0,0.0,0.0,0.19999999999999998,
000045.jpg,1,45,0.93798828125,0.93798828125,1,0.5824023437499999,24.0,train,0.0,0.6599167585372925,0.4,0.4,0.4,,0.6159247159957886,0.5867726802825928,5.0,0.0324909747292418,0.3523073864112261,0.51098615,0.2590672,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.5029098307291666,27,0.2,0.5,0.0,0.9606554508209229,0.2,0.3,0.0,0.786899209022522,0.6,0.8,0.8,0.8,0.7333333333333334,
000099.jpg,1,99,0.89453125,0.89453125,1,0.51359375,27.0,myval,1.0,0.6753547787666321,0.4,0.3,0.25,0.5,0.6214233636856079,0.5943337678909302,5.0,0.0324909747292418,0.4709184241423968,0.67708886,0.36808538,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5008515625,28,0.6,0.7,0.0,0.9466758966445924,0.8,0.8,1.0,0.7668474316596985,0.6,0.4,0.19999999999999996,0.3,0.39999999999999997,
000037.jpg,1,37,0.59130859375,0.59130859375,1,0.5588811383928571,25.0,train,0.0,0.5589024424552917,0.6,0.5,0.5714285714285714,0.3333333333333333,0.5426426529884338,0.5316532850265503,1.0,0.0404040404040404,0.4346831716672338,0.5985376,0.38962668,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.4797276320684523,29,0.8,0.7,1.0,0.91640967130661,0.6,0.6,1.0,0.6232125163078308,0.4,0.19999999999999996,0.4,0.3,0.3333333333333333,
000039.jpg,1,39,0.98876953125,0.98876953125,1,0.51224609375,28.0,train,0.0,0.7574754357337952,0.4,0.3,0.3,,0.6730233430862427,0.6472517251968384,5.0,0.0324909747292418,0.3419127833972338,0.59233344,0.03852477,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.4715322265625,30,0.6,0.6,0.0,0.955571949481964,0.6,0.7,0.0,0.7402346134185791,0.6,0.4,0.4,0.4,0.4666666666666666,
000070.jpg,1,70,0.5439453125,0.5439453125,1,0.4726395089285714,31.0,myval,0.0,0.6997478604316711,0.8,0.6,0.7142857142857143,0.3333333333333333,0.6460624933242798,0.6305630803108215,0.0,0.0385487528344671,0.3717119783500965,0.5312958,0.28715807,0,-1,-1,0,0,0,-1,0,0,0.0,6,0.0,6.0,,,0.463777622767857,31,0.6,0.6,1.0,0.956472873687744,1.0,0.9,1.0,0.8485887050628662,0.19999999999999996,0.4,0.0,0.2,0.19999999999999998,
000173.jpg,1,173,0.7216796875,0.7216796875,1,0.4856640625,30.0,train,1.0,0.5696623921394348,0.6,0.6,0.6,,0.5632005929946899,0.5481364130973816,15.0,0.047752808988764,0.3282121025444416,0.4764801,0.22638993,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.4223131510416666,32,0.8,0.9,1.0,0.955205738544464,1.0,1.0,1.0,0.8530035018920898,0.4,0.19999999999999996,0.0,0.09999999999999998,0.19999999999999998,
000119.jpg,1,119,0.71435546875,0.71435546875,1,0.3812955729166666,40.0,train,1.0,0.5193297863006592,0.6,0.6,0.8333333333333334,0.25,0.4926013946533203,0.4783350527286529,1.0,0.0404040404040404,0.3139874316827215,0.4853713,0.15580967,1,-1,-1,0,0,0,-1,0,0,1.0,6,0.1666666666666666,5.0,,,0.4072490234375,33,0.6,0.7,1.0,0.9433010816574096,0.4,0.5,0.0,0.693533718585968,0.4,0.4,0.6,0.5,0.4666666666666666,
000021.jpg,1,21,0.88037109375,0.88037109375,1,0.42517578125,35.0,train,1.0,0.6651615500450134,0.6,0.4,0.375,0.5,0.6187072992324829,0.6020547151565552,3.0,0.0178117048346055,0.3802816071431448,0.60467136,0.17660014,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.3977373046875,34,0.4,0.4,0.0,0.9688705205917358,0.6,0.6,1.0,0.8542300462722778,0.4,0.6,0.4,0.5,0.4666666666666666,
000121.jpg,1,121,0.9462890625,0.9462890625,1,0.4007421874999999,37.0,myval,0.0,0.8671508431434631,0.2,0.6,1.0,0.3333333333333333,0.8396449089050293,0.7401250600814819,7.0,0.0295358649789029,0.3515636573612438,0.5325349,0.21104905,1,-1,-1,0,1,0,-1,1,1,4.0,6,0.6666666666666666,2.0,,,0.3843352864583332,35,0.8,0.9,1.0,0.9152175784111024,1.0,0.9,1.0,0.6307121515274048,0.8,0.19999999999999996,0.0,0.09999999999999998,0.3333333333333333,
000056.jpg,1,56,0.65869140625,0.65869140625,1,0.3582617187499999,42.0,train,1.0,0.4912965595722198,0.8,0.8,0.8,,0.4839937686920166,0.4692370891571045,1.0,0.0404040404040404,0.3144117869511999,0.48415193,0.16018966,0,-1,-1,0,0,0,-1,0,0,0.0,6,0.0,6.0,,,0.3836533203124999,36,0.4,0.6,0.0,0.9516614675521852,0.8,0.7,1.0,0.8445999622344971,0.19999999999999996,0.6,0.19999999999999996,0.39999999999999997,0.3333333333333333,
000118.jpg,1,118,0.9228515625,0.9228515625,1,0.3565407986111111,43.0,train,0.0,0.7250243425369263,0.4,0.6,0.5555555555555556,1.0,0.6896887421607971,0.6728367209434509,15.0,0.047752808988764,0.3627007805229573,0.6379377,0.009137817,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.3791078559027778,37,0.8,0.6,1.0,0.9576571583747864,0.6,0.6,1.0,0.8719614744186401,0.6,0.19999999999999996,0.4,0.3,0.39999999999999997,
000061.jpg,1,61,0.9599609375,0.9599609375,1,0.4180078124999999,36.0,train,0.0,0.5464230179786682,0.6,0.4,0.4,,0.5330203175544739,0.5089733600616455,13.0,0.0148148148148148,0.3376898926275747,0.50754625,0.22230586,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.3743105468749999,38,0.8,0.7,1.0,0.9787493348121644,0.8,0.8,1.0,0.8355701565742493,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.26666666666666666,
