sample_id,image_id,path,query_label,top1_sim,top1_source,top1_label,top3_same_label_frac,top5_same_label_frac,top5_test_frac,top10_same_label_frac,top10_test_frac,top10_source_train,top10_source_myval,top10_source_test,top10_source_pos,top10_source_neg,conflict_score
mytest/rock/rock_Carbonatite_Carbonatite7_64f02efe.png,rock_Carbonatite_Carbonatite7_64f02efe.png,mytest/rock/rock_Carbonatite_Carbonatite7_64f02efe.png,0,0.9263755679130554,train,1,0.0,0.0,0.0,0.0,0.0,9,1,0,10,0,9.162591695785522
mytest/rock/rock_Tuff_Tuff16_5ed9e708.png,rock_Tuff_Tuff16_5ed9e708.png,mytest/rock/rock_Tuff_Tuff16_5ed9e708.png,0,0.9291821718215942,train,1,0.0,0.0,0.0,0.0,0.1,9,0,1,9,0,9.142640233039856
mytest/rock/rock_Breccia_Breccia19_e28eb05d.png,rock_Breccia_Breccia19_e28eb05d.png,mytest/rock/rock_Breccia_Breccia19_e28eb05d.png,0,0.9167336225509644,train,1,0.0,0.0,0.0,0.0,0.0,10,0,0,10,0,9.127100110054016
mytest/rock/rock_Quartzite_Quartzite29_9c5014de.png,rock_Quartzite_Quartzite29_9c5014de.png,mytest/rock/rock_Quartzite_Quartzite29_9c5014de.png,0,0.9184587001800537,train,1,0.0,0.0,0.0,0.0,0.0,10,0,0,10,0,9.070337414741516
mytest/rock/rock_Pyroxenite_Pyroxenite27_044a12a8.png,rock_Pyroxenite_Pyroxenite27_044a12a8.png,mytest/rock/rock_Pyroxenite_Pyroxenite27_044a12a8.png,0,0.9182161688804626,train,1,0.0,0.0,0.0,0.0,0.0,9,1,0,10,0,9.057358503341675
mytest/rock/rock_Pyroxenite_Pyroxenite5_f5720199.png,rock_Pyroxenite_Pyroxenite5_f5720199.png,mytest/rock/rock_Pyroxenite_Pyroxenite5_f5720199.png,0,0.9139102697372437,train,1,0.0,0.0,0.0,0.0,0.0,10,0,0,10,0,9.01811957359314
mytest/rock/rock_Basalt_Basalt43_6d05422e.png,rock_Basalt_Basalt43_6d05422e.png,mytest/rock/rock_Basalt_Basalt43_6d05422e.png,0,0.9154033660888672,train,1,0.0,0.0,0.0,0.0,0.0,10,0,0,10,0,8.97297739982605
mytest/rock/rock_Oolite_Oolite3_cbd23376.png,rock_Oolite_Oolite3_cbd23376.png,mytest/rock/rock_Oolite_Oolite3_cbd23376.png,0,0.9046733379364014,train,1,0.0,0.0,0.0,0.0,0.0,10,0,0,10,0,8.941057324409485
mytest/rock/rock_Porphyry_Porphyry10_5c49e785.png,rock_Porphyry_Porphyry10_5c49e785.png,mytest/rock/rock_Porphyry_Porphyry10_5c49e785.png,0,0.9092730283737183,myval,1,0.0,0.0,0.4,0.0,0.2,7,1,2,8,0,8.902509808540344
mytest/rock/rock_Eclogite_Eclogite22_3fa7967e.png,rock_Eclogite_Eclogite22_3fa7967e.png,mytest/rock/rock_Eclogite_Eclogite22_3fa7967e.png,0,0.8993767499923706,train,1,0.0,0.0,0.0,0.0,0.2,8,0,2,8,0,8.87305736541748
